Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1990,1,5,5,1050,1050,1258,1252,US,80,NA,68,62,NA,6,0,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,6,6,1108,1050,NA,1252,US,80,NA,NA,62,NA,NA,18,ONT,PHX,325,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1990,1,7,7,1048,1050,1256,1252,US,80,NA,68,62,NA,4,-2,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,8,1,1049,1050,1253,1252,US,80,NA,64,62,NA,1,-1,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,9,2,1142,1050,1353,1252,US,80,NA,71,62,NA,61,52,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,10,3,1050,1050,1248,1252,US,80,NA,58,62,NA,-4,0,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,11,4,1051,1050,1254,1252,US,80,NA,63,62,NA,2,1,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,12,5,1121,1050,1318,1252,US,80,NA,57,62,NA,26,31,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,13,6,1056,1050,1253,1252,US,80,NA,57,62,NA,1,6,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,14,7,1052,1050,1249,1252,US,80,NA,57,62,NA,-3,2,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,15,1,1049,1050,1245,1252,US,80,NA,56,62,NA,-7,-1,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,16,2,1100,1050,1300,1252,US,80,NA,60,62,NA,8,10,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,17,3,1051,1050,1251,1252,US,80,NA,60,62,NA,-1,1,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,18,4,1050,1050,1304,1252,US,80,NA,74,62,NA,12,0,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,19,5,1049,1050,1258,1252,US,80,NA,69,62,NA,6,-1,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,20,6,1055,1050,1301,1252,US,80,NA,66,62,NA,9,5,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,21,7,1053,1050,1253,1252,US,80,NA,60,62,NA,1,3,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,22,1,1051,1050,1256,1252,US,80,NA,65,62,NA,4,1,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,23,2,1050,1050,1254,1252,US,80,NA,64,62,NA,2,0,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,24,3,1052,1050,1251,1252,US,80,NA,59,62,NA,-1,2,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,25,4,1051,1050,1248,1252,US,80,NA,57,62,NA,-4,1,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,26,5,1052,1050,1254,1252,US,80,NA,62,62,NA,2,2,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,27,6,1052,1050,1251,1252,US,80,NA,59,62,NA,-1,2,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,28,7,1054,1050,1254,1252,US,80,NA,60,62,NA,2,4,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,29,1,1051,1050,1254,1252,US,80,NA,63,62,NA,2,1,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,30,2,1052,1050,1254,1252,US,80,NA,62,62,NA,2,2,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,31,3,1052,1050,1256,1252,US,80,NA,64,62,NA,4,2,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,1,1,635,630,817,810,US,80,NA,102,100,NA,7,5,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,2,2,638,630,810,810,US,80,NA,92,100,NA,0,8,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,3,3,635,630,814,810,US,80,NA,99,100,NA,4,5,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,4,4,634,630,807,810,US,80,NA,93,100,NA,-3,4,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,5,5,630,630,818,810,US,80,NA,108,100,NA,8,0,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,6,6,730,630,NA,810,US,80,NA,NA,100,NA,NA,60,PDX,SFO,550,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1990,1,7,7,630,630,811,810,US,80,NA,101,100,NA,1,0,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,8,1,629,630,822,810,US,80,NA,113,100,NA,12,-1,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,9,2,659,630,917,810,US,80,NA,138,100,NA,67,29,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,10,3,643,630,825,810,US,80,NA,102,100,NA,15,13,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,11,4,630,630,818,810,US,80,NA,108,100,NA,8,0,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,12,5,630,630,836,810,US,80,NA,126,100,NA,26,0,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,13,6,629,630,820,810,US,80,NA,111,100,NA,10,-1,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,14,7,631,630,824,810,US,80,NA,113,100,NA,14,1,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,15,1,629,630,810,810,US,80,NA,101,100,NA,0,-1,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,16,2,629,630,817,810,US,80,NA,108,100,NA,7,-1,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,17,3,634,630,819,810,US,80,NA,105,100,NA,9,4,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,18,4,632,630,830,810,US,80,NA,118,100,NA,20,2,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,19,5,627,630,815,810,US,80,NA,108,100,NA,5,-3,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,20,6,633,630,800,810,US,80,NA,87,100,NA,-10,3,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,21,7,628,630,804,810,US,80,NA,96,100,NA,-6,-2,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,22,1,629,630,845,810,US,80,NA,136,100,NA,35,-1,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,23,2,628,630,815,810,US,80,NA,107,100,NA,5,-2,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,24,3,627,630,803,810,US,80,NA,96,100,NA,-7,-3,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,25,4,638,630,837,810,US,80,NA,119,100,NA,27,8,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,26,5,632,630,813,810,US,80,NA,101,100,NA,3,2,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,27,6,628,630,805,810,US,80,NA,97,100,NA,-5,-2,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,28,7,627,630,759,810,US,80,NA,92,100,NA,-11,-3,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,29,1,630,630,811,810,US,80,NA,101,100,NA,1,0,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,30,2,634,630,816,810,US,80,NA,102,100,NA,6,4,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,31,3,637,630,809,810,US,80,NA,92,100,NA,-1,7,PDX,SFO,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,1,1,1400,1340,1911,1846,US,80,NA,191,186,NA,25,20,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,2,2,1406,1340,1907,1846,US,80,NA,181,186,NA,21,26,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,4,4,1355,1340,1858,1846,US,80,NA,183,186,NA,12,15,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,5,5,1344,1340,1850,1846,US,80,NA,186,186,NA,4,4,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,6,6,1718,1340,2232,1846,US,80,NA,194,186,NA,226,218,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,7,7,1352,1340,1927,1846,US,80,NA,215,186,NA,41,12,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,8,1,1342,1340,1859,1846,US,80,NA,197,186,NA,13,2,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,9,2,1424,1340,2001,1846,US,80,NA,217,186,NA,75,44,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,10,3,1340,1340,1841,1846,US,80,NA,181,186,NA,-5,0,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,11,4,1355,1340,1911,1846,US,80,NA,196,186,NA,25,15,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,12,5,1343,1340,1853,1846,US,80,NA,190,186,NA,7,3,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,13,6,1340,1340,1839,1846,US,80,NA,179,186,NA,-7,0,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,14,7,1351,1340,1840,1846,US,80,NA,169,186,NA,-6,11,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,15,1,1345,1340,1841,1846,US,80,NA,176,186,NA,-5,5,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,16,2,1344,1340,1854,1846,US,80,NA,190,186,NA,8,4,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,17,3,1342,1340,1856,1846,US,80,NA,194,186,NA,10,2,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,18,4,1345,1340,1852,1846,US,80,NA,187,186,NA,6,5,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,19,5,1339,1340,1847,1846,US,80,NA,188,186,NA,1,-1,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,20,6,1340,1340,1850,1846,US,80,NA,190,186,NA,4,0,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,21,7,1349,1340,1906,1846,US,80,NA,197,186,NA,20,9,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,22,1,1344,1340,1851,1846,US,80,NA,187,186,NA,5,4,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,23,2,1405,1340,1901,1846,US,80,NA,176,186,NA,15,25,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,24,3,1347,1340,1905,1846,US,80,NA,198,186,NA,19,7,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,25,4,1341,1340,1914,1846,US,80,NA,213,186,NA,28,1,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,26,5,1347,1340,1846,1846,US,80,NA,179,186,NA,0,7,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,27,6,1340,1340,1840,1846,US,80,NA,180,186,NA,-6,0,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,28,7,1344,1340,1846,1846,US,80,NA,182,186,NA,0,4,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,29,1,1341,1340,1845,1846,US,80,NA,184,186,NA,-1,1,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,30,2,1339,1340,1844,1846,US,80,NA,185,186,NA,-2,-1,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,31,3,1348,1340,1852,1846,US,80,NA,184,186,NA,6,8,PHX,IND,1489,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,1,1,855,855,1001,1004,US,80,NA,66,69,NA,-3,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,2,2,856,855,1004,1004,US,80,NA,68,69,NA,0,1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,4,4,854,855,1004,1004,US,80,NA,70,69,NA,0,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,5,5,855,855,1012,1004,US,80,NA,77,69,NA,8,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,6,6,NA,855,NA,1004,US,80,NA,NA,69,NA,NA,NA,SFO,ONT,363,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1990,1,7,7,855,855,1005,1004,US,80,NA,70,69,NA,1,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,8,1,854,855,956,1004,US,80,NA,62,69,NA,-8,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,9,2,952,855,1118,1004,US,80,NA,86,69,NA,74,57,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,10,3,855,855,1000,1004,US,80,NA,65,69,NA,-4,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,11,4,854,855,1005,1004,US,80,NA,71,69,NA,1,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,12,5,940,855,1101,1004,US,80,NA,81,69,NA,57,45,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,13,6,900,855,1031,1004,US,80,NA,91,69,NA,27,5,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,14,7,853,855,1010,1004,US,80,NA,77,69,NA,6,-2,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,15,1,854,855,1003,1004,US,80,NA,69,69,NA,-1,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,16,2,858,855,1003,1004,US,80,NA,65,69,NA,-1,3,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,17,3,859,855,1012,1004,US,80,NA,73,69,NA,8,4,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,18,4,854,855,1003,1004,US,80,NA,69,69,NA,-1,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,19,5,853,855,1006,1004,US,80,NA,73,69,NA,2,-2,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,20,6,855,855,1004,1004,US,80,NA,69,69,NA,0,0,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,21,7,900,855,1015,1004,US,80,NA,75,69,NA,11,5,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,22,1,916,855,1032,1004,US,80,NA,76,69,NA,28,21,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,23,2,854,855,959,1004,US,80,NA,65,69,NA,-5,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,24,3,854,855,958,1004,US,80,NA,64,69,NA,-6,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,25,4,904,855,1015,1004,US,80,NA,71,69,NA,11,9,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,26,5,854,855,1009,1004,US,80,NA,75,69,NA,5,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,27,6,900,855,1007,1004,US,80,NA,67,69,NA,3,5,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,28,7,858,855,1011,1004,US,80,NA,73,69,NA,7,3,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,29,1,853,855,958,1004,US,80,NA,65,69,NA,-6,-2,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,30,2,858,855,1005,1004,US,80,NA,67,69,NA,1,3,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,31,3,854,855,956,1004,US,80,NA,62,69,NA,-8,-1,SFO,ONT,363,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,1,1,1333,1210,1536,1353,US,81,NA,123,103,NA,103,83,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,2,2,1243,1210,1423,1353,US,81,NA,100,103,NA,30,33,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,3,3,1214,1210,1401,1353,US,81,NA,107,103,NA,8,4,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,4,4,1225,1210,1416,1353,US,81,NA,111,103,NA,23,15,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,5,5,1224,1210,1409,1353,US,81,NA,105,103,NA,16,14,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,6,6,1207,1210,1355,1353,US,81,NA,108,103,NA,2,-3,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,8,1,1208,1210,1352,1353,US,81,NA,104,103,NA,-1,-2,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,9,2,1220,1210,1405,1353,US,81,NA,105,103,NA,12,10,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,10,3,1229,1210,1427,1353,US,81,NA,118,103,NA,34,19,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,11,4,1209,1210,1402,1353,US,81,NA,113,103,NA,9,-1,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,12,5,1218,1210,1412,1353,US,81,NA,114,103,NA,19,8,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,13,6,1210,1210,1349,1353,US,81,NA,99,103,NA,-4,0,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,14,7,1220,1210,1359,1353,US,81,NA,99,103,NA,6,10,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,15,1,NA,1210,NA,1353,US,81,NA,NA,103,NA,NA,NA,BOS,PIT,496,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1990,1,16,2,1228,1210,1410,1353,US,81,NA,102,103,NA,17,18,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,17,3,NA,1210,NA,1353,US,81,NA,NA,103,NA,NA,NA,BOS,PIT,496,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1990,1,18,4,1207,1210,1404,1353,US,81,NA,117,103,NA,11,-3,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,19,5,1216,1210,1407,1353,US,81,NA,111,103,NA,14,6,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,20,6,1211,1210,1420,1353,US,81,NA,129,103,NA,27,1,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,21,7,NA,1210,NA,1353,US,81,NA,NA,103,NA,NA,NA,BOS,PIT,496,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1990,1,22,1,1342,1210,1550,1353,US,81,NA,128,103,NA,117,92,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,23,2,1222,1210,1407,1353,US,81,NA,105,103,NA,14,12,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,24,3,1210,1210,1405,1353,US,81,NA,115,103,NA,12,0,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,25,4,1216,1210,1400,1353,US,81,NA,104,103,NA,7,6,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,26,5,1210,1210,1350,1353,US,81,NA,100,103,NA,-3,0,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,27,6,1210,1210,1351,1353,US,81,NA,101,103,NA,-2,0,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,28,7,1210,1210,1401,1353,US,81,NA,111,103,NA,8,0,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,29,1,1222,1210,1412,1353,US,81,NA,110,103,NA,19,12,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,30,2,1215,1210,1353,1353,US,81,NA,98,103,NA,0,5,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,31,3,1208,1210,1350,1353,US,81,NA,102,103,NA,-3,-2,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,1,1,1631,1440,1834,1635,US,81,NA,183,175,NA,119,111,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,2,2,1526,1440,1732,1635,US,81,NA,186,175,NA,57,46,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,3,3,1500,1440,1726,1635,US,81,NA,206,175,NA,51,20,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,4,4,1458,1440,1723,1635,US,81,NA,205,175,NA,48,18,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,5,5,1445,1440,1709,1635,US,81,NA,204,175,NA,34,5,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,6,6,1436,1440,1649,1635,US,81,NA,193,175,NA,14,-4,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,7,7,1436,1440,1643,1635,US,81,NA,187,175,NA,8,-4,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,8,1,1440,1440,1631,1635,US,81,NA,171,175,NA,-4,0,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,9,2,1443,1440,1632,1635,US,81,NA,169,175,NA,-3,3,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,10,3,1513,1440,1701,1635,US,81,NA,168,175,NA,26,33,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,11,4,1441,1440,1637,1635,US,81,NA,176,175,NA,2,1,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,12,5,1550,1440,1749,1635,US,81,NA,179,175,NA,74,70,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,13,6,1441,1440,1629,1635,US,81,NA,168,175,NA,-6,1,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,14,7,1442,1440,1640,1635,US,81,NA,178,175,NA,5,2,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,15,1,1455,1440,1651,1635,US,81,NA,176,175,NA,16,15,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,16,2,1454,1440,1715,1635,US,81,NA,201,175,NA,40,14,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,17,3,1442,1440,1651,1635,US,81,NA,189,175,NA,16,2,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,18,4,1442,1440,1650,1635,US,81,NA,188,175,NA,15,2,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,19,5,1440,1440,1651,1635,US,81,NA,191,175,NA,16,0,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,20,6,1505,1440,1729,1635,US,81,NA,204,175,NA,54,25,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,21,7,1452,1440,1654,1635,US,81,NA,182,175,NA,19,12,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,22,1,1504,1440,1646,1635,US,81,NA,162,175,NA,11,24,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,23,2,1458,1440,1703,1635,US,81,NA,185,175,NA,28,18,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,24,3,1443,1440,1657,1635,US,81,NA,194,175,NA,22,3,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,25,4,1443,1440,1659,1635,US,81,NA,196,175,NA,24,3,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,26,5,1509,1440,1703,1635,US,81,NA,174,175,NA,28,29,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,27,6,1439,1440,1632,1635,US,81,NA,173,175,NA,-3,-1,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,28,7,1440,1440,1650,1635,US,81,NA,190,175,NA,15,0,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,30,2,1439,1440,1648,1635,US,81,NA,189,175,NA,13,-1,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,31,3,1438,1440,1657,1635,US,81,NA,199,175,NA,22,-2,PIT,IAH,1117,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,1,1,1838,1755,2007,1908,US,82,NA,89,73,NA,59,43,LGA,BUF,292,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,1,2,2,1827,1755,1948,1908,US,82,NA,81,73,NA,40,32,LGA,BUF,292,NA,NA,0,NA,0,NA,NA,NA,NA,NA
